genus	mean_cohort1	se_cohort1	nz_cohort1	mean_cohort2	se_cohort2	nz_cohort2	mean_cohort3	se_cohort3	nz_cohort3	mean_cohort4	se_cohort4	nz_cohort4
Leeuwenhoekiella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Legionella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leicestervirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leifsonia	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leisingera	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lelliottia	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leminorella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lentavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lentibacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lentilactobacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lentilitoribacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lentisphaera	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lentivirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lentzea	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lenusvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leonardvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leporipoxvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leptodesmis	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leptogranulimonas	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leptolyngbya	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leptospira	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leptospirillum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leptothermofonsia	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leptothrix	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leptotrichia	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lessievirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leucobacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Leuconostoc	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Levilactobacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Liberibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lichenicola	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lichenihabitans	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lidleunavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Ligilactobacillus	0.068074	0.003651	1	0.002904	0.004057	1	0.185061	0.020074	1	0.007351	0.001048	1
Lignipirellula	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Likavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lillamyvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lilmcdreamyvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limdunavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limihaloglobus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limimaricola	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limnobacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limnobaculum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limnochorda	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limnoglobus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limnohabitans	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limnospira	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limnothrix	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Limosilactobacillus	-0.036406	0.004808	1	0.080155	0.004008	1	0.0	0.0001	0	-0.020811	0.001076	1
Lincruvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lipsvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Liquorilactobacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Listeria	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Litorilituus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Litorivicinus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Littlefixvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Llyrvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lobdovirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Loessnervirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Loigolactobacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lokivirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Loktanella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Longicatena	-0.085508	0.005199	1	0.0	0.0001	0	0.025122	0.004559	1	-0.093163	0.001111	1
Lonsdalea	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Luckybarnesvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lughvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lullwatervirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lumosvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Luteibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Luteimicrobium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Luteimonas	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Luteipulveratus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Luteitalea	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Luteithermobacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Luteolibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lutibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lwoffvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lymphocryptovirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lymphocystivirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lyngbya	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lysinibacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Lysobacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Macariavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Macavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Macrococcus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Macropopoxvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Maenadvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mageeibacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Magnetococcus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Magnetospira	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Magnetospirillum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mahella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mahlunavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mahstovirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Maioricimonas	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Makelovirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Malaciobacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Malacoplasma	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Maliibacterium	-0.014838	0.003726	1	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mameliella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mammaliicoccus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mangrovibacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mangrovivirga	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Manhattanvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mannheimia	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Manticavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marafivirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mardecavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mardivirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marfavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Maribacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Maribellus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Maribius	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Maricaulis	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marichromatium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Maridesulfovibrio	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinagarivorans	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mariniblastus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinicauda	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mariniflexile	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinilactibacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinilongibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinimicrobium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mariniplasma	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinithermus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinitoga	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinobacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinobacterium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marinomonas	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mariprofundus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marisediminicola	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Maritalea	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marivirga	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marixanthomonas	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marmoricola	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marseillevirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Martelella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marthavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Marvinbryantia	0.0	0.0001	0	-0.072796	0.00456	1	0.211584	0.006243	1	0.03658	0.001238	1
Massilia	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Massilistercora	0.0	0.0001	0	0.0	0.0001	0	0.080308	0.004554	1	-0.021825	0.002583	1
Mastadenovirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Matsuvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mazuvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mediterraneibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Megalocytivirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Megalodesulfovibrio	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Megamonas	0.0	0.0001	0	-0.054268	0.003599	1	0.0	0.0001	0	0.0	0.0001	0
Megasphaera	0.0	0.0001	0	0.005236	0.003495	1	0.0	0.0001	0	0.0	0.0001	0
Meiothermus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Melaminivora	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Melioribacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Melissococcus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Melittangium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mementomorivirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Menderavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mergibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mesobacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mesoflavibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mesomycoplasma	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mesoplasma	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mesorhizobium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mesotoga	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Metaavulavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Metabacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Metakosakonia	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Metallibacterium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Metallosphaera	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Metamorphoovirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Metamycoplasma	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Metapneumovirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanobacterium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanobrevibacter	-0.087606	0.003476	1	0.158844	0.00565	1	-0.007743	0.003395	1	0.013452	0.000952	1
Methanocaldococcus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanocella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanococcoides	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanococcus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanocorpusculum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanoculleus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanofervidicoccus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanofollis	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanogenium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanohalobium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanohalophilus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanolacinia	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanolobus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanomassiliicoccus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanomethylovorans	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanomicrobium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanonatronarchaeum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanoplanus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanopyrus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanoregula	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanosalsum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanosarcina	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanosphaera	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanosphaerula	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanospirillum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanothermobacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanothermococcus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanothermus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanothrix	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methanotorris	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylacidimicrobium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylacidiphilum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylibium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylobacillus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylobacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylobacterium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylocaldum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylocapsa	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methyloceanibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylocella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylococcus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylocystis	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylogaea	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methyloligella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylomagnum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylomicrobium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylomonas	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylomusa	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylophaga	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylophilus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methyloradius	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylorubrum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylosinus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylotenera	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylotuvimicrobium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methyloversatilis	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylovirgula	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylovorus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Methylovulum	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Metrivirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Micavibrio	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Micavirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microbacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microbacterium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microbulbifer	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microcella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Micrococcus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microcystis	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microlunatus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Micromonospora	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Micropruina	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microscilla	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microterricola	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microvenator	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microvirga	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microvirgula	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Microwolfvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Miltoncostaea	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Miltonvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mimasvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mimivirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mingyongvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Minhovirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Miniimonas	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Miniphocaeibacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Minwuia	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mitsuaria	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mixta	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Moabitevirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mobiluncus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Modestobacter	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Moellerella	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
Mogibacterium	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	-0.03826	0.001128	1
Moineauvirus	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0	0.0	0.0001	0
