file_id	file_name	case_id	case_submitter_id
02de9cd7-94e2-470c-b2ac-9fe6285b50db	629c9457-eee7-4c25-bab6-3ab6d50a7c58.wxs.aliquot_ensemble_masked.maf.gz	4f7e7a0e-4aa2-4b6a-936f-6429c7d6a2a7	TCGA-D9-A3Z1
0abe7ced-f0cb-4102-8725-64d7ca23caa0	983c023a-6208-47c5-bed5-20b961da8a98.wxs.aliquot_ensemble_masked.maf.gz	50e4cdbc-b10b-4c6c-9981-68defa1a8fe0	TCGA-D3-A51H
4dea655a-bfa5-441c-aaf9-cdb92771023f	5e8a3221-8754-4747-ab5f-47d26cea362f.wxs.aliquot_ensemble_masked.maf.gz	36f4be75-cbcf-431b-9199-dba295a905a1	TCGA-W3-AA1W
3d636944-83b9-4075-b94e-f683105e1f18	d03e3cee-5c73-4756-beb2-0fea6f04558f.wxs.aliquot_ensemble_masked.maf.gz	3791bd88-c61e-46c3-aaa4-942c2169887c	TCGA-EE-A2MC
c483492c-5190-4869-8d7e-cfa9f1273f8a	36a4a924-17f2-4255-b6a4-117da19d21bc.wxs.aliquot_ensemble_masked.maf.gz	51b4e55c-5307-4a13-9b2a-fbd58575335e	TCGA-ER-A195
af834040-557f-4378-82aa-a759c8bf2fb7	f1975cab-e73a-49f9-9ce9-9d9181c6ad96.wxs.aliquot_ensemble_masked.maf.gz	551e071a-c290-4b48-9000-f64c2a44dfb7	TCGA-3N-A9WC
258c1dab-af6b-43b4-80f3-4aeccef7283a	bc334b41-ffc7-4b63-bf24-a97cc473934d.wxs.aliquot_ensemble_masked.maf.gz	3e39c93e-ccae-48d5-9b27-62dae0e75c07	TCGA-BF-AAP7
3f95f1b6-ebe6-40ee-bbb2-fa96078ca7b5	2f160578-1632-41ed-8108-8b779f972fbe.wxs.aliquot_ensemble_masked.maf.gz	588a48f7-947c-463e-8991-9a4ee82683aa	TCGA-D3-A8GS
1618182c-22fb-4aab-9478-2dbd2423313e	b701606c-42a8-4efb-b709-b32d5b8dbc9e.wxs.aliquot_ensemble_masked.maf.gz	40005536-5325-4063-929d-0917726607cb	TCGA-EE-A3J4
78eab2e3-7d89-4d6a-a49c-f63ccac286fd	41698e0e-93db-4b9d-8349-a7ca1bac1267.wxs.aliquot_ensemble_masked.maf.gz	56ee81ed-242a-48ca-92a8-49973469a697	TCGA-D9-A3Z3
e6d31646-d920-47ab-8001-c59808876ae8	dd9260a2-bae8-4aad-873d-f1282308320c.wxs.aliquot_ensemble_masked.maf.gz	6fe664cc-e66b-4abf-a7d2-08bb4ce8eba3	TCGA-EB-A3XD
6762846a-e369-4bfa-8510-2332102bde5a	5d1beea5-395a-46c0-adf5-272cdf16b3c9.wxs.aliquot_ensemble_masked.maf.gz	61b777f6-a59a-4500-ad33-107e2c9254c1	TCGA-GN-A265
65876ebf-2bd3-4629-9692-fa9a29266371	acea4706-d3fe-4e98-9bbf-c336a7145743.wxs.aliquot_ensemble_masked.maf.gz	6625ce3f-3a1f-45f9-aa42-ab1931d6daf4	TCGA-DA-A1IC
49f20c2a-58e4-46dc-b03e-1af51b7588d4	e6b1c957-8bbb-4e91-aee4-11da91e3a9bc.wxs.aliquot_ensemble_masked.maf.gz	62393dab-ab41-4785-9a57-aa4c25d223e9	TCGA-BF-A3DJ
59bbf541-4c55-4b25-82a2-20161aa355a0	9cf6f63f-96c8-406b-8ba8-465ab715d55d.wxs.aliquot_ensemble_masked.maf.gz	800d3a17-269f-4d97-94ff-8585f20038d8	TCGA-DA-A1HW
23b6e639-81e8-42d9-a645-6e5c69d84a19	74ee5b08-f99c-40dd-aac4-b617c4e672ed.wxs.aliquot_ensemble_masked.maf.gz	807fb56b-bbb9-4df7-9a1e-d1fa627b425a	TCGA-YD-A9TB
bf78650a-6777-4748-8284-a356b63af06d	3594dae5-7750-4b70-9032-20b051deb086.wxs.aliquot_ensemble_masked.maf.gz	960899ed-b61b-4b20-b16d-e37dffb01aa3	TCGA-EB-A553
0fcf245d-d774-4854-baf8-cba8066023e5	1d2b3440-a704-4250-9914-ed9522af9000.wxs.aliquot_ensemble_masked.maf.gz	889ae822-add8-4a10-abe0-50176c858f80	TCGA-FW-A5DX
